,CASRN,smiles,LogLD
2276,1698-60-8,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,3.321546652
2277,17013-35-3,CCC1(C(=O)NC(=O)NC1=O)C(C)/C=C/C,1.301029996
2278,1702-17-6,C1=CC(=NC(=C1Cl)C(=O)O)Cl,3.667452953
2279,1703-48-6,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=CC=C(C=C3)N(C)C,3.041392685
2280,1703-58-8,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,3.235528447
2281,1707-14-8,CC1C(OCCN1)C2=CC=CC=C2.Cl,2.217483944
2282,17074-42-9,CCN(CC)CCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-].Cl.Cl,1.625312451
2283,17074-44-1,CCN(CC)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-].Cl.Cl,1.800717078
2284,1708-39-0,C1C(OC(O1)C2=CC=CC=C2)CO,3.498310554
2285,17088-72-1,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-],3.079181246
2286,1709-50-8,CCN(CC)S(=O)(=O)C1=CC=CC=C1,2.949390007
2287,1709-70-2,CC1=C(C(=C(C(=C1CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)C)CC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)C)CC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C,3.176091259
2288,17091-21-3,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO.Cl,3.176091259
2289,17095-24-8,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],3.698970004
2290,17109-49-8,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2,2
2291,1711-06-4,CC1=CC(=CC=C1)C(=O)Cl,3.536558443
2292,1713-12-8,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)C,2.960946196
2293,1713-15-1,CC(C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,2.477121255
2294,1713-97-9,CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)Cl,1.414973348
2295,1713-98-0,CCCOP(=S)(CCl)SC1=CC=C(C=C1)Cl,1.903089987
2296,1714-03-0,CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)F,1.591064607
2297,1715-40-8,C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr,4.096910013
2298,1716-09-2,CCOP(=S)(OCC)OC1=CC(=C(C=C1)SC)C,1.146128036
2299,1717-00-6,CC(F)(Cl)Cl,3.698970004
2300,1719-58-0,C[Si](C)(C=C)Cl,3.041392685
2301,17191-84-3,CC(=O)CNC(C)(C)CC1=CC=C(C=C1)Cl,2.397940009
2302,17200-29-2,C1=CC2=C(C=C1Cl)N=CO2,2.812913357
2303,17230-87-4,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,2.290034611
2304,17230-88-5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,4.230448921
2305,17243-64-0,CCN1/C(=C/C(=O)OCC)/SC(C1=O)N2CCCCC2,3.512684396
2306,172529-93-0,COC(=O)C(CCN1C=NC2=C1N=C(N=C2Cl)N)C(=O)OC,3.301029996
2307,17289-49-5,CNC1=C2CCCCC2=NN1C,3.267171728
2308,17291-84-8,CC1=C(C(=CC=C1)C)CCNC(=O)N,3.176091259
2309,17291-89-3,CC1=CC(=C(C=C1)C)CCNC(=O)N,3.361727836
2310,17293-03-7,C1=C(C=C(C(=C1Cl)CCl)Cl)Cl,3.48784512
2311,173159-57-4,CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,3.647431874
2312,17321-47-0,COP(=S)(N)OC,2.612783857
2313,1733-25-1,C/C=C(\C)/C(=O)OC(C)C,3.698970004
2314,17334-68-8,CC1=C2C(=NNC(=O)C2=NO1)C3=CC=CC=C3,3
2315,17335-06-7,CCOC(=O)C1=NOC(=C1C(=O)C2=CC=CC=C2)C,3
2316,17351-75-6,C=COCC1CCC(CC1)COC=C,3.698970004
2317,17356-42-2,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC,1.545554507
2318,173584-44-6,COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,3.124938736
2319,17364-40-8,C1=CC=C(C=C1)C2=NN(C(=O)C2C=O)C3=CC=CC=C3,2.897077003
2320,17364-41-9,CC1=NN(C(=O)C1C=O)C2=CC=CC=C2,2.854913022
2321,17369-59-4,CC/C=C\1/C2=CC=CC=C2C(=O)O1,3.217483944
2322,1737-17-3,C1=CC=C(C=C1)NC(=O)NC(=O)CF,1.397940009
2323,1738-25-6,CN(C)CCC#N,3.414973348
2324,17392-83-5,C[C@H](C(=O)OC)O,3.301029996
2325,1740-11-0,CN1C(=O)C2C3C=C(C(C2C1=O)C3=C(C4=CC=CC=C4)C5=CC=CC=N5)C(C6=CC=CC=C6)(C7=CC=CC=N7)O,1.079181246
2326,1740-15-4,CC1(C2CCC1(C(C2)OC3=CC=C(C=C3)N)C)C,2.819543936
2327,174063-87-7,CC1=C(C=CC(=C1)OC(=O)C2=CC=C(C=C2)OCCCOC(=O)C=C)OC(=O)C3=CC=C(C=C3)OCCCOC(=O)C=C,3.301029996
2328,1741-11-3,CC(=O)OCSP(=S)(OC)OC,1.968482949
2329,17418-58-5,C1=CC=C(C=C1)OC2=C(C3=C(C(=C2)O)C(=O)C4=CC=CC=C4C3=O)N,3.698970004
2330,17420-30-3,C1=CC(=C(C=C1[N+](=O)[O-])C#N)N,3.589279221
2331,17433-31-7,CC(=O)NNC(=O)C1=CC=CC=N1,2.828015064
2332,17433-39-5,CC1=NC=C(C(=C1O)CN)CSC(=O)C.Br,3.301029996
2333,1744-22-5,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,1.653212514
2334,1745-89-7,CC(C)(C1=CC(=C(C=C1)O)CC=C)C2=CC(=C(C=C2)O)CC=C,3.544068044
2335,17455-13-9,C1COCCOCCOCCOCCOCCO1,2.720159303
2336,1746-01-6,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,-1.488116639
2337,1746-25-4,C1(=C(N=C(N1)I)I)I,2.444044796
2338,1746-81-2,CN(C(=O)NC1=CC=C(C=C1)Cl)OC,3.280274774
2339,17471-82-8,C1COC2=C(O1)C=CC(=C2)CN=C(N)N.OS(=O)(=O)O,3.408918021
2340,17493-73-1,CC1=C(C(=CC=C1)C)N(COC(C)C)C(=O)CCl,2.989004616
2341,1750-46-5,C1=C2C(=CC(=C1Cl)O)OC(=N2)N,3.029383778
2342,175013-18-0,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,3.452297671
2343,17511-60-3,CCC(=O)OC1CC2CC1C3C2C=CC3,3.698970004
2344,17514-68-0,CC1=CSC2=C1C=CC=C2Cl,2.477121255
2345,17518-47-7,C1=CC=C2C(=C1)C=CC=C2CC(=S)N,1.77815125
2346,1752-30-3,CC(=NNC(=S)N)C,1.685741739
2347,17526-94-2,CC1=C(C=C(C=C1)NC(=O)N(C)C)NC(=O)N(C)C,3.301029996
2348,1754-49-0,CCOP(=O)(C1=CC=CC=C1)OCC,2.653212514
2349,1754-58-1,CNP(=O)(NC)OC1=CC=CC=C1,2.230448921
2350,1755-97-1,CC1(COS(=O)(=O)OC1)C,1
2351,17557-23-2,CC(C)(COCC1CO1)COCC2CO2,3.653212514
2352,17560-51-9,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,3.698970004
2353,17564-81-7,CC1CC(CC(C1)(C)C)OC(=O)COC2=CC=CC(=C2)C(F)(F)F,3.477121255
2354,17564-84-0,CC1CC(CC(C1)(C)C)OC(=O)COC2=CC=C(C=C2)Cl,3.698970004
2355,17576-88-4,CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)Br,4.113943352
2356,17578-43-7,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)NC)C(C)C,2.397940009
2357,17578-44-8,CC1(C2CCC(C2)(C1OC(=O)NC)C)C,2.698970004
2358,1758-73-2,C(=N)(N)S(=O)O,3.112672017
2359,17590-01-1,CC(Cc1ccccc1)NC(C#N)c2ccccc2,1.575187845
2360,1760-24-3,CO[Si](CCCNCCN)(OC)OC,3.360735379
2361,17601-49-9,C[NH2+]C.C1=C(C=C(C(=C1C(=O)[O-])I)I)I,2.910090546
2362,17606-31-4,CN(C)C(CSS(=O)(=O)C1=CC=CC=C1)CSS(=O)(=O)C2=CC=CC=C2,3.043362278
2363,17617-23-1,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,2.991226076
2364,17654-88-5,C1=CC=C(C=C1)N2C(=S)SC(=S)N2,2.882524538
2365,1766-91-2,CCCCCC1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,4.698970004
2366,17667-23-1,CC1=CC2=C(C(=C1)O)C(=C(C=C2)C3=C(C4=C(C=C3)C=C(C=C4O)C)O)O,3.477121255
2367,1768-31-6,C(C(=O)C(Cl)(Cl)Cl)(Cl)Cl,2.301029996
2368,17688-68-5,C1CS(=O)(=O)CCN1C2=CC=CC=C2,2.903089987
2369,17689-77-9,CC[Si](OC(=O)C)(OC(=O)C)OC(=O)C,3.164352856
2370,17692-24-9,C1=CC=C2C(=C1)NC(=O)C(O2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,3.84509804
2371,17692-31-8,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,2.875061263
2372,176972-62-6,COC(=O)NC(CC1=CC=CC=C1)C(CCl)O,3.301029996
2373,1770-80-5,CCCCOC(=O)C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)OCCCC,4
2374,17702-57-7,CC1=C(C=CC(=C1)OC(=O)NC)N=CN(C)C,0.857332496
2375,17702-79-3,CCCOP(=S)(OCC)SC1=NC(=CC(=N1)C)C,1.897627091
2376,177313-65-4,CCOC(=O)CC(=O)N1CCS[C@H]1COC2=CC=CC=C2OC,3.602059991
2377,17737-65-4,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,2.525044807
2378,17751-68-7,CCCCC(CC)COC(C[N+]1=CC=CC=C1)C2=CC(=C(C=C2)Cl)Cl.[Br-],2.397940009
2379,17751-69-8,CCCCCCCCOC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C3CCCCC3.[Br-],2.397940009
2380,17751-71-2,CCCCC(CC)COC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C3CCCCC3.[Br-],2.397940009
2381,17751-72-3,CCCCC(CC)COC(C[N+]1=CC=CC=C1)C2=CC=CC(=C2)C3CCCCC3.[Br-],2.397940009
2382,17751-73-4,CCCCC(CC)COC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C3CCCC3.[Br-],2.397940009
2383,17751-75-6,CCCCCCCCOC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C(C)(C)C.[Br-],2.397940009
2384,17751-76-7,CCCCOC(C[N+]1=CC=CC=C1)C2=CC=CC=C2.[Br-],2.397940009
2385,17751-77-8,CCC(C)OC(C[N+]1=CC=CC=C1)C2=CC=CC=C2.[Br-],2.397940009
2386,17754-90-4,CCN(CC)C1=CC(=C(C=C1)C=O)O,3.354492601
2387,1776-83-6,CCOP(=S)(C1=CC=CC=C1)OC2=CC=CC3=C2N=CC=C3,2.176091259
2388,17766-26-6,C1(=NC(=NC(=N1)[S-])[S-])[S-].[Na+].[Na+].[Na+],3.655522596
2389,17773-10-3,C[N+](C)(C)CCO.[I-],3.822168079
2390,17773-41-0,CSCCC(C#N)O,1.681241237
2391,1778-08-1,CN(C)C(=O)C1=CC=CC=C1O,3.361727836
2392,17780-75-5,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C.Cl,2.322219295
2393,17781-31-6,C1=CC(=CN=C1)C(C2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)Cl)O,3.698970004
2394,17788-00-0,CC1=C(C=CC(=C1Cl)O)Cl,3.505149978
2395,1779-48-2,C1=CC=C(C=C1)[P+](=O)O,3.128722284
2396,17796-82-6,C1CCC(CC1)SN2C(=O)C3=CC=CC=C3C2=O,3.721810615
2397,17804-49-8,[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Cl)n2)c3C(=O)C(=N/Nc4ccccc4)/C(=Cc3c1)[S]([O-])(=O)=O,3.872738827
2398,17810-51-4,CCCCCCCCC1=CC=C(C=C1)C(C[N+]2=CC=CC=C2)OCCCC.[Br-],2.397940009
2399,17810-52-5,CCCCC(CC)COC(C[N+]1=CC=CC=C1)C2=CC(=CC=C2)Cl.[Br-],2.397940009
2400,17810-53-6,CCCCCOC(C[N+]1=CC=CC=C1)C2=CC=C(C=C2)C3CCCC3.[Br-],2.397940009
2401,17831-71-9,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,2.910090546
2402,17854-59-0,COC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3O2)CN4CCCCC4,2.26245109
2403,1786-08-9,CC1=CCOC(C1)C=C(C)C,3.698970004
2404,17865-32-6,CO[Si](C)(C1CCCCC1)OC,3.537693194
2405,17867-69-5,CCCCCCOC(=O)Oc1ccccc1C(O)=O,3.537441283
2406,178671-58-4,C1=CC=C(C=C1)C(=C(C#N)C(=O)OCC(COC(=O)C(=C(C2=CC=CC=C2)C3=CC=CC=C3)C#N)(COC(=O)C(=C(C4=CC=CC=C4)C5=CC=CC=C5)C#N)COC(=O)C(=C(C6=CC=CC=C6)C7=CC=CC=C7)C#N)C8=CC=CC=C8,3.301029996
2407,1787-44-6,[2H]C([2H])([2H])[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],2.071882007
2408,1787-61-7,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-].[Na+],4.245265839
2409,178928-70-6,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,3.635986112
2410,178949-82-1,C(CN[C@@H](CC(=O)[O-])C(=O)[O-])N[C@@H](CC(=O)[O-])C(=O)O.[Na+].[Na+].[Na+],3.371067862
2411,17902-23-7,C1CC(OC1)N2C=C(C(=O)NC2=O)F,2.968482949
2412,179101-81-6,C1=CC(=NC=C1C(F)(F)F)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl,3.698970004
2413,17924-92-4,C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,4.204119983
2414,17929-34-9,C1=CC2=C(C=C1Cl)N(C(=O)O2)CO,3
2415,1795-58-0,COC(=O)CC(C(=O)OC)SP(=O)(OC)OC,2.012837225
2416,17959-11-4,CC(C)OC1=CC=CC=C1OC(=O)NCC(=O)COC,1.84509804
2417,17959-33-0,CC(C)C1=CC(=CC=C1)OC(=O)NCC(=O)CCl,2.447158031
2418,1797-74-6,C=CCOC(=O)CC1=CC=CC=C1,2.812913357
2419,1798-49-8,C1CN(COC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,2.851258349
2420,1798-50-1,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,2.996511672
2421,17980-47-1,CCO[Si](CC(C)C)(OCC)OCC,3.544068044
2422,1799-79-7,CC1=CC2=C(C=C1C)N=C(N2)C(F)(F)F,1.86332286
2423,18039-42-4,C1=CC=C(C=C1)C2=NNN=N2,3.278982117
2424,180409-60-3,C1CC1CO/N=C(/C2=C(C=CC(=C2F)F)C(F)(F)F)\NC(=O)CC3=CC=CC=C3,3.698970004
2425,18046-21-4,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,2.611723308
2426,180591-20-2,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)SC3=NC4=CC=CC=C4S3,3.698970004
2427,18063-03-1,C1=CC(=C(C(=C1)F)C(=O)N)F,3.36486355
2428,18069-17-5,CC(CCC(=O)O)C(=O)O,3.06069784
2429,180793-94-6,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)CCC4=NN=C(S4)NC5=CC=C(C=C5)I,3.491361694
2430,1808-26-0,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,4.301029996
2431,1809-19-4,CCCCO[P+](=O)OCCCC,3.64607682
2432,1809-20-7,CC(C)O[P+](=O)OC(C)C,3.230448921
2433,18109-81-4,CCC(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.619510721
2434,1812-30-2,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,3.290034611
2435,18127-01-0,CC(C)(C)C1=CC=C(C=C1)CCC=O,3.431363764
2436,181274-15-7,CCCOC1=NN(C(=O)N1C)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2C(=O)OC.[Na+],3.301029996
2437,181274-17-9,CN1C(=NN(C1=O)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC.[Na+],3.698970004
2438,181587-01-9,CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N,3.850033258
2439,18169-57-8,CC(C)C[Si](Cl)(Cl)Cl,2.301029996
2440,1817-73-8,C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-],3.612783857
2441,18171-19-2,CO[Si](C)(CCCCl)OC,3.041392685
2442,18172-33-3,CC(=O)C1=C(O)N2[C@@H]([C@@H]3[C@@H](Cc4cccc5[nH]cc3c45)C2(C)C)C1=O,1.556302501
2443,18179-67-4,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)[NH-].[Na+],3
2444,18181-70-9,COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl,3.367355921
2445,18188-17-5,CNC(=O)OC1=CC=CC=C1C(COC)C=C,2
2446,1820-50-4,C1CC(CC=C1)C2OCC3(CCC=CC3)CO2,3.715167358
2447,18225-94-0,C12=C(C(=C(C(=C1Cl)F)Cl)Cl)N=C(N2)C(F)(F)F,0.377670439
2448,182349-12-8,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=C/C(=O)O)\C(=O)O,3
2449,1824-50-6,C1=CC=C(C=C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,4
2450,1824-58-4,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,4
2451,1824-81-3,CC1=NC(=CC=C1)N,2
2452,1825-58-7,CCO[Si](C)(C)C1=CC=CC=C1,3.390935107
2453,18262-71-0,O[S](O)(=O)=O.C1CC[C@H](NC1)c2cccnc2,2.322219295
2454,18268-70-7,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,4.255272505
2455,18278-44-9,CNC(=O)CSP(=S)(C)OC,1
2456,1830-54-2,COC(=O)CC(=O)CC(=O)OC,3.691523522
2457,18300-07-7,CCP(=S)(OC)SCSCSP(=S)(CC)OC,0.591064607
2458,18300-10-2,CCOP(=S)(CC)SCSCSP(=S)(CC)OCC,0.361727836
2459,18318-83-7,CCC/C=C/C(OC)OC,3.230448921
2460,183208-35-7,C1=CNC2=NC=C(C=C21)Br,3.301029996
2461,18323-44-9,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,3.418135498
2462,18355-25-4,C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl,3.397940009
2463,1836-75-5,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,3.346695189
2464,1836-77-7,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2Cl)Cl)Cl,4.033423755
2465,183675-82-3,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C,3.588271707
2466,18370-87-1,CCSCCOC=C,3.691965103
2467,18379-25-4,CC(CC(C)(C)C)C[Si](Cl)(Cl)Cl,2.051152522
2468,1838-59-1,C=CCOC=O,2.093421685
2469,1843-05-6,CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,4
2470,1845-38-1,CC1CC(CC(C1)(C)C)C=O,3.617000341
2471,1847-24-1,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],4.041392685
2472,1847-58-1,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],2.84509804
2473,1847-63-8,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5.Cl,2.480006943
2474,18470-08-1,CC(=C)C1CCC(CC1)(C)OP(=S)(OC)OC,2.698970004
2475,18470-09-2,CC1CCC(C(C1)OP(=S)(OC)OC)C(C)C,2.875061263
2476,18470-10-5,CC1(C2CCC(C2)(C1OP(=S)(OC)OC)C)C,2.397940009
2477,18479-58-8,CC(CCCC(C)(C)O)C=C,3.556302501
2478,1850-15-3,C1=CC=C(C=C1)C(=O)SC(=O)C2=CC=CC=C2,3.698970004
2479,18504-81-9,C1C(=O)NC2=C(S1)N=CC=C2,3.021189299
2480,1851-71-4,CCOC(=S)SSSSC(=S)OCC,2.439332694
2481,1851-77-0,CCOC(=S)SSSC(=S)OCC,2.371067862
2482,185119-76-0,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC,3.427810573
2483,18516-18-2,CC(CO)(CO)C=O,3.698970004
2484,1852-16-0,CCCCOCNC(=O)C=C,3.012837225
2485,18527-35-0,C1=CC(=CC(=C1)Cl)SCC2=NNN=N2,3.342422681
2486,18559-59-6,COC1=CC(=CC(=C1OC)OC)C[C@H]2C3=CC(=C(C=C3CCN2)O)O.Cl,3.301029996
2487,18559-60-9,[Cl-].COc1cc(CC2[NH2+]CCc3cc(O)c(O)cc23)cc(OC)c1OC,3.301029996
2488,18559-63-2,COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CC[NH2+]2)O)O.[Cl-],3.301029996
2489,18559-94-9,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,2.819543936
2490,18591-81-6,CC1=CC(=S)C(=NN1)N,3.2955671
2491,18596-51-5,CCOP(=S)(CC)SCOC1=C(C=C(C=C1)Cl)Cl,2.049218023
2492,18596-67-3,CCCOP(=S)(CC)SCOC1=C(C=C(C=C1)Cl)Cl,1.897627091
2493,1861-40-1,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],3.920818754
2494,18636-88-9,C1=CC=C2C(=C1)C=CC3=C2[N+](=O)C4=CC=CC=C4N3[O-],3.664359875
2495,18637-00-8,CCOC1=CC=CC=C1C(=N)N.Cl,2.602059991
2496,18659-45-5,CC1=C(C(=C(C=C1)C(C)C)OC(=O)NC)N(C)C,1.826074803
2497,1866-31-5,C=CCOC(=O)/C=C/C1=CC=CC=C1,3.181843588
2498,1867-66-9,CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl,2.650307523
2499,186817-80-1,CCCCC(CC)COC(=O)[C@H](C)O,3.301029996
2500,18683-91-5,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,4.127104798
2501,18694-40-1,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,2.648360011
2502,18705-22-1,CCCOP(=O)(C1=CC=CC=C1)OCC#C,2.558708571
2503,18722-80-0,COP(=S)(OC)SCSC1=CC=CC=C1,1.204119983
2504,18727-04-3,C(C(=O)O)C(CC(=O)[O-])(C(=O)[O-])O.[Co+2],2.698970004
2505,1874-54-0,C1=NC(=C2C(=N1)N(C=N2)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)CO)N,4
2506,18750-05-5,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,4.77815125
2507,18771-38-5,CCSC(=C(C#N)C#N)SCC,2.892094603
2508,18773-63-2,C1=CC=C(C(=C1)CO)C2=CC=CC=C2C(=O)O,3.812913357
2509,18787-40-1,CCCCCCCCC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,2.620136055
2510,1879-09-0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,3.041392685
2511,18791-02-1,C(C(C(=O)Cl)Br)Br,3.079181246
2512,18794-84-8,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,3.698970004
2513,18818-61-6,C1CC1CN2C3=C(C=C(C=C3)Cl)C(=NC(C2=O)O)C4=CC=CC=C4,3.602059991
2514,18829-55-5,CCCC/C=C/C=O,3.113943352
2515,188416-20-8,CC(C1=C(C(=NC=N1)Cl)F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O.Cl,3.301029996
2516,188425-85-6,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,3.522878745
2517,188489-07-8,CCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C(=C(C=N2)C(F)(F)F)C)F)Cl,3.622283118
2518,1885-95-6,CCOP(=O)(OCC)SC=C(Cl)Cl,0.243038049
2519,1885-98-9,CCOP(=O)(OCC)SC(C(Cl)Cl)Cl,0.397940009
2520,18854-01-8,CCOP(=S)(OCC)OC1=NOC(=C1)C2=CC=CC=C2,2.250420002
2521,1886-01-7,COP(=O)(OC)SCC(Cl)(Cl)Cl,2.176091259
2522,18869-73-3,CC(=O)N1C2=CC=CC=C2C(C1=O)(C3=CC=C(C=C3)OC(=O)C)C4=CC=C(C=C4)OC(=O)C,2.698970004
2523,18871-14-2,CCCCCC1COCCC1OC(=O)C,3.698970004
2524,1888-94-4,CC(=C)C(=O)OCCCl,2.301029996
2525,18886-42-5,CCC(=O)OC(CC)(C1CCN(C1)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,2.662757832
2526,1889-67-4,CC(C)(C1=CC=CC=C1)C(C)(C)C2=CC=CC=C2,3.544068044
2527,1890-47-7,C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C3CC(C3(F)F)(F)F,2.740362689
2528,18910-65-1,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)CO)O,3
2529,1892-29-1,C(CSSCCO)O,2.238046103
2530,1892-80-4,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C.Cl,2
2531,1893-33-0,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,2.204119983
2532,18936-52-2,COP(=S)(OC)OC1=C(C=C(C=C1)Cl)C#N,3
